epoch,train_loss,train_l2_loss,train_excange_proc,val_loss,val_l2_loss,val_excange_proc,test_loss,test_l2_loss,test_excange_proc,train_acc,val_acc,test_acc,diff,train_proc,eval_proc,comm_proc,timestamp,sleep_proc
91,1.3058368492126464,10520.611328125,21.686451000000005,1.1044095385074615,10520.115234375,0.0,1.1738512176275253,10520.115234375,0.0,0.5968,0.60738,0.5888,4.450400581390568e-07,26.564992,11.621931,17.76284670829773,2022-11-02 17:24:59.045183,0.0
92,1.315378874540329,10511.5712890625,16.886543000000003,1.254942236304283,10511.564453125,0.0,1.3055466198921204,10511.564453125,0.0,0.5831,0.5502,0.5336,8.129925959110551e-07,21.581166,11.46868,13.092084407806396,2022-11-02 17:25:33.678397,0.0
93,1.3034711015224456,10485.2734375,19.873380000000008,1.1930608723163605,10484.8056640625,0.0,1.2605635249614715,10484.8056640625,0.0,0.6049,0.58312,0.5686,6.313836706794973e-07,24.914888,11.640312,15.920595407485962,2022-11-02 17:26:11.542529,0.0
94,1.2922671747207641,10456.5146484375,16.594911999999994,1.192060514807701,10456.4873046875,0.0,1.2420668095350265,10456.4873046875,0.0,0.5776,0.57664,0.5606,9.774615818969323e-07,21.273215,11.469675,12.823395013809204,2022-11-02 17:26:45.713441,0.0
95,1.3713590979576111,10461.1982421875,18.855793000000002,1.2141222670078278,10461.7734375,0.0,1.2666956120729447,10461.7734375,0.0,0.6104,0.57018,0.5511,9.755657401910867e-07,23.590796,11.71273,15.023466110229492,2022-11-02 17:27:22.331517,0.0
96,1.278241330385208,10424.439453125,20.255074999999998,1.2077156565189362,10424.208984375,0.0,1.2702052402496338,10424.208984375,0.0,0.5439,0.57702,0.5612,4.1097322878158593e-07,25.316679,11.47783,16.3512020111084,2022-11-02 17:28:00.417217,0.0
97,1.2853772723674775,10417.4921875,18.926182,1.1395858266353607,10417.4892578125,0.0,1.1976908600330354,10417.4892578125,0.0,0.5823,0.598,0.5811,3.874694982641813e-07,23.504882,11.673441,15.210658311843872,2022-11-02 17:28:36.810140,0.0
98,1.2990467429161072,10385.2197265625,18.995015000000006,1.1696888868808746,10384.9189453125,0.0,1.231257096529007,10384.9189453125,0.0,0.5473,0.59196,0.5732,4.2719531734292104e-07,24.035908,11.625803,14.99449872970581,2022-11-02 17:29:13.755094,0.0
99,1.266191564798355,10364.43359375,16.126238,1.1005016720294953,10364.4033203125,0.0,1.1681230330467225,10364.4033203125,0.0,0.5913,0.60562,0.5857,5.606420927506406e-07,20.713008,11.525162,12.433253526687622,2022-11-02 17:29:47.516495,0.0
100,1.2673070752620696,10349.5146484375,18.762835000000003,1.1153690868616104,10349.4189453125,0.0,1.1956987529993057,10349.4189453125,0.0,0.569,0.60934,0.586,7.102807444425707e-07,23.562199,11.776662,14.805513143539429,2022-11-02 17:30:23.924076,0.0
101,1.25166958630085,10329.0888671875,18.286228,1.1104833134412766,10329.0263671875,0.0,1.179391410946846,10329.0263671875,0.0,0.5984,0.60572,0.5833,6.426144523175026e-07,23.18281,11.544839,14.462955713272095,2022-11-02 17:30:59.944252,0.0
102,1.2778212296962739,10328.18359375,18.249224999999996,1.217957054257393,10328.1826171875,0.0,1.282916715145111,10328.1826171875,0.0,0.5638,0.57202,0.5513,5.01890951909445e-07,22.905262,11.685683,14.46220350265503,2022-11-02 17:31:35.582389,0.0
103,1.2742657828330994,10292.251953125,22.33612800000001,1.1044332588911057,10291.7392578125,0.0,1.1845898377895354,10291.7392578125,0.0,0.5874,0.61204,0.5865,3.3867391380226763e-07,27.243686,11.58437,18.219323873519897,2022-11-02 17:32:15.708070,0.0
